Neighbourhood Name,NeighbourhoodNumber,Number,income2019,Population,Distress Calls,DCoverPopulation,PopPe,ARHr2022,CrimeRate,Common Language,NonIm,Im,1atotalPop,1a0to4,1a5to9,1a10to14,1a15to19,1a20to24,1a25to29,1a30to34,1a35to39,1a40to44,1a45to49,1a50to54,1a55to59,1a60to64,1a65to69,1a70to74,1a75to79,1a80to84,1a85to89,1a90to94,1a95to99,1a100to,2averageAge,2averageAgeM,4avgIncome,4tax,4market,4employment,4gov,4ei,4covid,4avgIncomeM,4taxM,4marketM,4employmentM,4govM,4eiM,4covidM,8owner,8renter,11a,11aM,12a,12aM,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,OVERDOSE_2014,OVERDOSE_2015,OVERDOSE_2016,OVERDOSE_2017,OVERDOSE_2018,OVERDOSE_2019,OVERDOSE_2020,OVERDOSE_2021,OVERDOSE_2022,OVERDOSE_2023,SUICIDE_2014,SUICIDE_2015,SUICIDE_2016,SUICIDE_2017,SUICIDE_2018,SUICIDE_2019,SUICIDE_2020,SUICIDE_2021,SUICIDE_2022,SUICIDE_2023,CRISIS_2014,CRISIS_2015,CRISIS_2016,CRISIS_2017,CRISIS_2018,CRISIS_2019,CRISIS_2020,CRISIS_2021,CRISIS_2022,CRISIS_2023,POPULATION_2014,POPULATION_2015,POPULATION_2016,POPULATION_2017,POPULATION_2018,POPULATION_2019,POPULATION_2020,POPULATION_2021,POPULATION_2022,POPULATION_2023
Downsview,155,155,35600,17970,1373,0.07640512,1.070287691,1054.065257,1.167555436,"Tagalog (Pilipino, Filipino)",0.425987757,0.573734001,17970,935,805,815,975,1095,1535,1555,1285,1350,1145,1270,1400,1090,760,600,400,435,335,140,45,0,41,40,46040,39720,40880,43520,11250,6385,9710,37600,34800,31400,36800,9100,5480,9000,0.52688172,0.47311828,952000,900000,1436,1300,722.525,804.9182,828.0134,852.7325,776.3311,861.9131,766.6507,801.3395,906.0224,1223.313477,234.5037,202.814,240.1871,192.9541,189.4981,415.8881,311.4518,364.7889,364.7889,558.7249146,44.36557,25.35176,56.88642,24.8973,61.12843,48.21891,29.94729,35.88087,35.88087,47.05052185,190.1382,209.152,176.98,161.8324,256.7394,223.0125,269.5256,167.4441,189.4949,435.2173157,6.337938902,0,0,0,6.112843,12.05473,11.97892,0,0,0,190.1382,69.52784,93.36487,207.8367,120.5473,41.92621,65.78161,148.0429,158.4485,164.6768188,25.35176,12.67588,12.64143,31.12162,12.22569,42.19155,17.96838,0,23.68686,17.64394569,367.6005,323.2349,391.8842,317.4406,385.1091,433.9702,455.1989,328.908,343.4595,411.6920471,31.6897,69.71733,18.96214,80.91622,18.33853,42.19155,59.89458,29.90073,88.82572,99.98235321,38.02763286,25.35175474,37.92427913,87.1405457,73.3541154,54.24627813,59.89458561,101.6624788,76.98229542,70.57577752,259.8554912,209.1519766,284.4320935,273.8702865,330.0935193,355.61449,347.3885965,448.5109358,343.4594719,394.0480911,513.3730437,392.9521984,353.9599386,404.581105,452.3503783,415.8881324,311.4518452,598.014581,639.5452235,693.9951456,15778,15778,15821,16066,16359,16591,16696,16722,16887,17003
Bendale-Glen Andrew,156,156,31000,18685,1367,0.073160289,1.099458165,1088.070261,1.123955265,Mandarin,0.367674605,0.632592989,18690,860,930,825,995,1610,1690,1580,1400,965,1025,1175,1170,1055,985,775,550,590,320,165,25,0,41.1,38,42520,36880,38440,41400,11150,6500,10000,34000,31800,28400,33600,9300,5960,10000,0.605529332,0.394470668,725000,695000,1502,1580,734.9391,782.4064,894.4358,849.9744,916.5533,1012.156,660.0985,634.6552,814.8329,1140.904053,187.7582,195.6016,218.4087,128.0082,196.4043,173.6542,226.601,373.9053,373.9053,693.2075195,53.64519,37.00571,20.80083,117.7675,10.07201,14.88464,4.926108,19.67923,19.67923,48.13941193,380.8809,174.4555,156.0062,138.2488,166.1882,148.8464,98.52217,93.47633,117.1017,139.6042938,0,0,10,0,0,4.961548,4.926108,0,9.758477,0,278.955,249.61,343.062,221.5843,173.6542,93.59606,241.0706,263.4789,290.7592,264.7667542,5.364519,5.28653,15.60062,25.60164,5.036007,14.88464,34.48276,24.59904,34.15467,4.813941002,450.6196,338.3379,228.8092,327.701,266.9084,248.0774,216.7488,201.7121,409.856,365.8595276,32.18711,42.29224,41.60167,87.04557,65.46809,39.69238,19.70443,34.43865,63.4301,96.27882385,48.28066994,42.29223963,31.20124852,46.08295082,40.28805911,49.61548152,39.40886631,78.716918,43.91315102,57.76729382,177.0291231,232.6073179,213.2085316,209.9334426,231.6563399,267.9236002,211.8226564,354.226131,273.2373841,264.7667634,391.6098784,375.3436267,395.2158146,399.3855738,503.6007388,471.3470744,403.9408797,364.0657458,424.4937932,312.9061749,18641,18916,19230,19530,19857,20155,20300,20326,20495,20773
Bendale South,157,157,29800,10725,634,0.059114219,1.013977013,422.7164124,0.617960069,Tamil,0.395337995,0.604662005,10745,420,520,675,655,900,965,735,580,640,665,730,810,690,460,485,315,210,160,90,40,0,40.8,39.2,41280,36280,35960,37760,11570,6000,10220,33200,31200,27000,29800,10100,6000,10000,0.669150522,0.330849478,915000,900000,1420,1330,549.7578,659.9127,739.7817,946.4302,765.3062,608.6483,719.2935,569.2251,376.769,753.6071777,93.17928,111.5345,64.7309,101.0751,136.6618,181.6861,72.83984,137.7158,137.7158,220.5679626,37.27171,18.58909,64.7309,18.37729,0,9.084302,0,27.54315,27.54315,18.38066292,242.2661,269.5418,258.9236,321.6025,163.9942,190.7704,100.1548,36.7242,73.5159,137.8549805,9.317927693,0,9,0,0,0,0,0,0,0,139.7689,157.2036,119.4524,36.44315,54.50581,27.31494,82.62946,45.94744,148.7127,183.8066406,9.317927,0,18.49454,9.188643,9.110787,0,27.31494,18.3621,9.189487,9.190331459,139.7689,269.5418,157.2036,431.8662,236.8805,336.1192,218.5195,238.7073,137.8423,229.7583008,18.63585,18.58909,36.98909,36.75457,0,9.084302,9.10498,0,9.189487,18.38066292,55.90756795,27.88363347,46.23635864,55.13185845,27.33236258,18.16860461,27.31494141,45.90524981,0,18.38066287,121.1330639,148.7127118,249.6763367,165.3955754,236.8804757,163.5174415,245.8344726,165.2588993,248.1161588,192.9969601,475.2143276,334.6036016,351.3963257,321.6025077,409.9854387,481.4680221,327.7792969,367.2419985,211.3582094,330.8519317,10732,10759,10814,10883,10976,11008,10983,10892,10882,10881
Islington,158,158,43600,23460,1470,0.062659847,1.09848919,476.8660834,1.271410089,Serbian,0.560315431,0.440110827,23470,960,1270,1210,1270,1340,1535,1610,1530,1470,1410,1635,1930,1565,1360,1115,880,670,420,210,80,0,43.3,43.6,71400,55300,68200,66800,10510,6630,9790,45600,40400,40800,42000,8900,5640,9500,0.684437264,0.315562736,1252000,1100000,1654,1580,380.9689,223.4157,356.9304,301.0034,339.8993,310.3963,299.8081,223.1342,378.34,528.2029419,112.559,103.1149,140.2227,100.3344,147.4262,225.7427,199.8721,231.1033,231.1033,655.4343262,60.60868,51.55746,25.49503,25.08361,16.38069,28.21784,51.96674,31.87632,31.87632,30.84396744,233.7764,249.1944,169.9669,167.2241,196.5683,205.5871,171.89,175.3198,208.8752,223.6187744,0,0,0,0,0,0,0,0,0,0,77.92545,89.2326,100.3344,57.33241,60.4668,63.95906,39.8454,98.52605,51.55746,46.26595306,0,17.18582,12.74751,0,8.190344,8.062241,3.997442,3.98454,0,0,324.6894,446.8314,229.4553,267.5585,298.9475,294.2718,283.8184,151.4125,295.5782,181.208313,8.658383,25.77873,25.49503,25.08361,20.47586,36.28008,31.97953,23.90724,31.52834,50.12144852,47.62110901,51.55746459,50.99005563,33.44481743,49.1420619,52.4045652,47.96930176,43.82993835,19.70520973,42.41045519,168.8384774,163.2653045,254.9502781,238.2943242,225.2344504,249.9294648,219.8592997,223.1342316,236.4625168,285.3066985,333.3477631,249.1944122,237.9535929,313.5451634,389.0413234,350.7074748,427.726274,438.2993835,378.3400269,424.1045519,23099,23275,23534,23920,24419,24807,25016,25097,25374,25937
Etobicoke City Centre,159,159,43200,23600,2320,0.098305085,1.272063699,1010.182641,1.264494832,Korean,0.455508475,0.544491525,23595,1245,880,660,700,1230,2755,3345,2685,1890,1445,1390,1225,1130,875,875,570,385,180,120,10,0,39.4,36.4,57750,47640,55600,57200,8850,6700,9720,46000,41200,44800,49200,5280,5720,9000,0.499790356,0.500209644,721000,600000,1620,1740,740.1696,784.101,614.9479,627.3468,686.6611,589.1713,596.8142,645.8023,828.3498,1208.079956,328.9643,374.7904,487.228,329.7005,540.4687,507.4614,424.4946,492.6312,492.6312,1153.167236,30.8404,59.17743,89.87701,59.52926,48.73079,68.80833,71.44958,95.21444,95.21444,66.67974091,292.9838,419.1735,307.474,256.4337,314.5351,318.2385,235.3633,314.6216,347.5028,274.5636292,10.28013364,0,0,0,8.860143,4.30052,0,4.139758,4.04073,11.76701355,102.8013,99.33775,206.0628,88.60143,94.61145,79.85542,45.53734,177.7921,113.4234,156.8935089,10.28013,4.931453,14.19111,13.73752,4.430071,8.601041,12.60875,12.41927,8.081461,15.68935108,693.909,606.5687,458.8458,421.284,474.0176,507.4614,622.0317,525.7493,545.4986,737.3994751,169.6222,192.3267,146.6414,123.6377,217.0735,116.1141,96.66708,132.4723,181.8329,235.3402557,51.40066783,59.17743496,127.7199561,68.68760851,70.8811429,55.90676233,58.84083751,107.6337179,76.77388321,86.29142543,272.4235395,320.5444394,335.856181,338.8588687,438.5770717,412.8499372,395.0741947,310.4818784,331.339917,415.7677771,714.4692828,621.3630671,629.1390432,641.0843461,633.5002146,550.466583,571.5967072,571.2866563,606.1096043,639.3410157,19455,20278,21140,21838,22573,23253,23793,24156,24748,25495
Mimico-Queensway,160,160,43200,17045,1647,0.096626577,1.071487443,1972.96109,1.880581707,Tibetan,0.589322382,0.410677618,17035,970,760,665,575,750,1265,1665,1630,1320,1215,1070,1275,1190,880,760,465,315,175,80,10,0,41.8,40.8,62050,50400,60400,63350,10240,7200,10300,45200,40400,44400,48400,7700,6000,10500,0.530793651,0.469206349,1055000,1000000,1360,1240,871.511,745.6166,953.1465,1482.365,2311.265,1273.039,1130.723,1486.27,1885.03,2834.052246,164.8805,151.4534,160.7717,124.9503,72.75169,226.9331,187.5345,176.8053,176.8053,376.7815247,105.9946,110.6775,34.45108,124.9503,223.8514,127.3039,49.64148,99.45301,99.45301,27.30300903,247.3207,267.956,189.4809,244.2211,201.4662,254.6078,187.5345,138.1292,258.2985,185.6604614,0,0,6,6,0,0,5.51572,0,0,5.460601807,52.99729,51.67662,96.55251,78.34798,38.74467,16.54716,44.20134,87.93141,75.72668,43.68481445,0,5.82513,5.741847,5.679559,5.596284,5.534953,5.51572,11.05033,5.495713,10.92120361,406.3126,279.6062,212.4483,244.2211,235.0439,404.0516,259.2388,193.3808,379.2042,294.8724976,23.55435,52.42617,40.19292,28.3978,33.57771,77.48934,44.12576,38.67617,60.45285,136.5150452,58.88587745,58.25129509,63.16031325,102.2320687,134.3108212,94.09420063,82.73579517,82.87750472,82.43569955,103.751431,341.5380892,198.0544033,298.5760263,312.3757656,374.9510424,387.4467085,408.1632562,309.409351,247.3070986,316.7148945,382.7582034,390.2836771,493.7988127,675.8675655,509.2618636,509.215674,557.0876875,464.1140264,796.878429,556.9813663,16982,17167,17416,17607,17869,18067,18130,18099,18196,18313
Humber Bay Shores,161,161,51200,22605,1120,0.04954656,1.367227258,652.5529265,1.491805512,Spanish,0.477212389,0.522787611,22580,795,475,430,420,950,2890,3690,2555,1570,1335,1210,1380,1325,1100,1025,680,410,245,85,10,0,42.3,38,72900,57000,70100,64600,9030,6400,10520,53200,46400,50800,52400,5960,5600,10000,0.541260315,0.458739685,748000,670000,1924,1980,395.0146,484.2158,449.6876,457.6788,409.7689,498.5679,424.9585,520.7802,602.7397,729.9971313,47.67418,50.30814,40.88069,101.7064,49.17227,116.6861,88.10116,127.6422,127.6422,374.6037903,61.29538,81.75072,181.043,214.7135,338.7423,392.4897,202.1144,117.4308,117.4308,76.8418045,88.53777,125.7703,93.44157,84.75534,76.4902,180.3331,98.466,148.0649,134.4956,177.6966705,0,6,0,0,0,5.303914,0,0,9.96264,0,6.810597,17.52029,33.90213,81.95378,53.03914,41.45937,30.63413,39.85056,37.7311,43.22351456,0,12.57703,0,0,0,10.60783,5.182421,5.105688,14.94396,4.802612782,320.0981,132.0589,204.4034,192.1121,76.4902,100.7744,145.1078,102.1138,234.122,144.0783844,40.86358,37.7311,58.40098,45.20285,38.2451,26.51957,57.00663,30.63413,59.77584,48.02612686,40.86358432,44.01962003,64.24108014,67.80427156,60.09943726,90.16654091,72.55389479,76.58531638,54.79452237,43.22351435,115.7801556,176.0784801,186.8831422,254.2660183,224.0069934,365.9700778,305.7628423,311.4469533,358.6550555,326.577664,211.128519,301.848823,321.2054007,276.8674422,355.1330383,228.0683094,362.7694739,398.2436452,254.047331,302.5646005,14683,15902,17123,17698,18303,18854,19296,19586,20075,20822
West Queen West,162,162,62000,13170,5003,0.379878512,1.11979442,843.6825054,0.821246103,Spanish,0.660592255,0.339407745,13170,495,370,260,180,540,1895,2490,1745,1255,955,750,615,505,405,305,210,115,55,25,0,0,38.6,36,89300,68100,89100,90300,6910,6700,9970,65500,56000,67500,69500,1270,5400,10000,0.544155844,0.455844156,890000,760000,1844,1840,982.541,1028.163,890.641,983.2065,752.8849,795.7376,698.7258,764.0358,803.1857,713.5306396,90.69609,52.15318,51.10235,43.06014,49.25415,96.87241,82.20304,88.68272,88.68272,92.49471283,385.4584,335.2704,459.9211,480.8382,464.3963,608.9122,561.7208,259.2264,259.2264,277.4841309,256.9723,216.0632,306.6141,222.4774,197.0166,449.7647,431.566,341.0874,242.9806,284.0909119,0,0,7,0,7.036307,0,6.850254,0,0,0,143.6021,51.10235,50.23683,56.29046,76.11403,54.80203,88.68272,40.49676,89.40546,66.06764984,0,14.90091,21.90101,7.17669,7.036307,6.919457,0,6.821748,0,0,748.2427,372.5227,350.4161,624.372,408.1058,387.4896,274.0101,354.7309,668.1965,204.8097229,45.34805,29.80182,43.80201,28.70676,49.25415,41.51675,47.95177,40.93048,40.49676,33.03382492,136.0441406,111.7568174,153.3070559,236.8307715,175.907684,345.9728739,431.5659539,709.4617833,296.9762432,422.8329716,302.3203125,454.4777241,467.2215036,509.5449932,548.8319742,498.2009384,445.2664604,832.2532458,553.455726,720.1374048,2622.628711,2488.451801,2664.622638,2648.198627,3243.737694,2982.286173,2561.99471,3206.221521,1977.591802,1440.27481,13231,13422,13698,13934,14212,14452,14598,14659,14816,15136
Fort York-Liberty Village,163,163,59600,19915,2354,0.11820236,1.420824746,834.5836459,1.153398736,Mandarin,0.576845806,0.423405324,19905,645,320,235,240,1085,4525,4935,2900,1605,930,655,560,480,325,240,115,75,25,0,10,0,34.9,32.4,76100,60100,74500,75100,5900,6690,9890,64500,54800,65500,66500,1140,5520,10000,0.465565848,0.534434152,735000,695000,2010,2020,646.1928,671.3018,538.629,522.0693,664.316,621.1489,452.2906,734.2355,778.3196,763.9524536,66.61781,89.90649,76.16975,52.73427,66.4316,94.41463,77.81345,67.18495,67.18495,105.215004,266.4713,425.5574,326.4418,400.7805,521.2325,596.3029,320.9804,259.1419,259.1419,196.7063141,219.8388,221.7694,152.3395,305.8588,219.7353,412.4428,223.7137,196.7559,131.2828,150.9606628,0,12,0,0,5.110123,0,0,0,0,9.149130821,59.95603,21.76278,10.54685,25.55062,39.75353,68.08676,33.59248,56.26406,41.95636,32.0219574,6.661781,11.98753,5.440696,0,15.33037,4.969191,4.86334,9.59785,14.06602,4.574565411,273.133,341.6447,130.5767,205.6637,163.5239,233.552,213.987,182.3591,192.2356,169.2589264,73.27959,83.91273,59.84766,42.18742,40.88099,59.63029,19.45336,81.58173,75.01875,54.89478683,73.27959702,65.93142863,59.84766303,42.18741615,189.0745652,273.3055005,267.4836993,887.8011367,389.1598027,347.6669849,306.4419512,293.6945457,233.9499555,232.0307888,470.1313514,337.9049824,320.9804392,633.4581084,745.4988991,599.2680923,233.1623542,221.7693509,179.5429891,216.2105078,526.3427086,526.7342373,593.3274786,1209.329116,867.4043794,516.9259117,15011,16684,18380,18963,19569,20124,20562,20838,21328,21860
Wellington Place,164,164,57200,25570,3790,0.148220571,1.885847559,1924.524245,0.791552164,Mandarin,0.533242081,0.466757919,25565,710,305,120,205,2800,7440,5870,2920,1570,995,770,620,435,300,250,130,95,30,0,0,0,33.3,30.8,89800,67500,89600,89100,4976,6105,9580,67000,56400,67500,68000,1030,5480,9000,0.38400703,0.61599297,851000,740000,2156,2060,3034.604,3099.982,3028.661,2638.509,2241.063,1810.9,1284,1424.772,1691.574,1485.971558,189.2403,120.3876,135.45,144.0994,183.3181,140.611,160,174.772,174.772,245.9300385,736.6856,583.8801,888.5518,834.7826,852.429,613.5754,468,402.7356,402.7356,277.104248,520.4109,457.4731,617.6519,645.9627,806.5994,664.7066,720,566.1094,458.732,488.3962708,6.758583401,6,0,5,4.582952,4.26094,4,3.799392,7.167688,3.463803291,216.2747,254.6459,258.3851,242.8964,217.3079,96,98.78419,225.7822,240.7753,159.3349457,20.27575,36.11629,16.254,54.65839,41.24656,34.08752,8,22.79635,28.67075,20.78281975,1432.82,896.888,455.1119,546.5839,467.4611,468.7034,580,402.7356,759.775,318.6698914,128.4131,90.29073,108.36,99.37888,109.9908,123.5673,100,79.78723,78.84457,110.8417053,162.2060047,144.4651775,119.1959659,218.6335371,206.2328128,225.8298245,220,303.9513803,265.2044574,322.1336944,425.7907623,355.1435614,465.9478666,521.7391226,568.2859729,570.9659714,444,554.711269,641.5080794,543.817097,1135.442033,975.1399482,1137.779674,1093.167685,1021.998161,980.0162195,912,881.4590028,856.5387205,595.7741445,14796,16613,18457,20125,21820,23469,25000,26320,27903,28870
Harbourfront-CityPlace,165,165,52000,28135,3103,0.110289675,1.328818456,970.5901448,1.395145788,Mandarin,0.42979026,0.57020974,28125,1030,655,385,365,2250,6515,6305,3465,1890,1210,975,800,760,575,400,280,130,100,35,0,0,34.8,32,73100,57700,71700,72100,6135,6290,10220,58800,50800,59200,61200,1220,5480,10500,0.400302115,0.599697885,768000,700000,2070,2020,565.0692,576.7151,537.6746,659.5398,523.9653,633.7787,752.3342,942.0506,863.4681,860.946106,60.38908,56.06953,37.33851,72.4769,31.64891,47.96163,70.53133,89.56115,89.56115,108.0153732,284.6914,292.3625,459.2637,554.4482,453.6343,441.9322,258.6149,308.4884,308.4884,279.5692139,116.4647,256.3178,141.8863,228.3022,284.8402,280.9181,251.8976,179.1223,188.275,244.6230621,0,0,0,0,0,0,6.71727,0,0,3.176922798,47.44856,56.00777,57.98152,91.43018,68.51662,53.73816,76.29283,107.122,28.03476,69.89230347,4.313506,4.004966,0,3.623845,21.09927,6.851662,16.79317,19.90248,9.738362,9.530768394,388.2155,372.4619,257.6357,257.293,225.0589,137.0332,167.9317,169.1711,292.1509,285.9230652,51.76207,60.07449,85.87858,43.48614,66.81436,68.51662,47.02089,29.85372,48.69181,47.65384293,43.1350545,40.04966312,52.2739156,79.72459059,94.94672696,253.5114746,537.3815918,580.4889261,363.5655325,336.7538274,181.1672289,236.2930124,276.3049825,275.412222,281.3236354,438.5063344,503.7952423,520.7814937,499.9026071,412.999977,219.9887779,308.382406,306.1757914,250.0453069,411.4358168,496.745457,886.6796264,888.9773268,558.332782,470.1845893,23183,24969,26782,27595,28437,29190,29774,30147,30806,31477
St Lawrence-East Bayfront-The Islands,166,166,51600,31285,3790,0.121144318,1.336465975,1459.466631,1.374711596,Mandarin,0.514623622,0.485216557,31290,1045,690,550,600,1990,5425,5340,3375,1970,1625,1590,1605,1495,1300,1000,790,440,305,130,25,0,39.9,35.2,79700,61650,79200,79400,7760,6390,10220,58000,50400,58800,62800,2180,5600,10000,0.397551889,0.602448111,845000,755000,1884,1900,806.8091,861.8472,944.8819,902.7915,1200.257,1025.268,977.6684,1252.66,1340.056,1435.344971,88.66034,47.16577,29.00953,63.35379,75.72602,69.07835,45.7183,106.3903,106.3903,138.6962585,549.6941,420.2041,530.46,471.1938,579.3041,530.8126,453.6663,453.0167,453.0167,341.9024048,252.682,210.1021,256.9416,269.2536,295.3315,378.1131,344.6457,514.7917,431.2061,312.8729553,0,0,0,4,0,0,0,0,6.633939,0,155.1556,66.3075,83.15185,159.0246,116.3425,158.2557,147.5736,112.777,64.31696,135.4707642,17.73207,0,12.43266,15.83845,7.572602,0,14.06717,6.863889,16.58485,9.676483154,549.6941,493.0966,364.6913,356.3651,272.6137,447.1914,562.6868,264.2597,411.3042,358.0298767,70.92828,81.46814,66.3075,79.19224,64.36712,101.7997,63.30227,78.93472,76.2903,99.99032593,57.62922451,64.31695284,120.1823465,98.99029648,151.4520437,163.6066257,246.1754954,720.7083723,437.8399941,316.0984431,257.1150016,334.4481547,435.1429789,483.0726468,450.5698299,585.3481499,471.250234,569.7028086,689.9296877,625.7458975,452.1677615,574.5647787,716.9498604,712.7301347,715.6109063,727.1405589,829.9630988,960.9444964,709.8315057,596.7164486,22558,23322,24130,25255,26411,27505,28435,29138,30148,31003
Church-Wellesley,167,167,36400,22320,5851,0.262141577,1.261912963,1937.514048,1.191852912,Mandarin,0.446684588,0.553315412,22320,495,230,175,465,3010,4080,3565,2255,1275,1080,1230,1300,1060,790,575,365,225,85,60,0,0,38.5,33.6,56700,46360,55350,56500,7740,6085,9830,42800,38800,41200,44400,2900,5480,9500,0.243012952,0.756987048,811000,750000,1676,1680,1265.033,1136.489,1585.941,1592.307,1803.957,1687.642,1438.443,1841.425,1730.726,1456.098999,62.40073,55.16937,42.86327,87.88709,129.5659,81.97117,37.60635,152.2983,152.2983,161.3043823,504.8786,579.2784,519.7171,666.9079,458.4641,578.62,512.3866,452.2798,452.2798,444.6769409,346.0404,402.7364,332.1903,449.7751,393.6812,617.1946,460.6779,401.5138,328.1636,331.3279419,0,11,16,5,4.983306,4.821833,0,0,4.495392,4.359578133,232.5845,273.2533,227.4725,269.0985,231.448,267.9453,189.2191,202.2926,209.6436,239.7767944,0,5.516937,5.357908,0,0,4.821833,4.700794,9.230201,8.990785,4.359578133,561.6065,375.1517,358.9799,279.1707,264.1152,443.6087,300.8508,249.2154,445.0438,340.0470886,56.72793,27.58468,64.2949,51.69829,104.6494,101.2585,89.31509,96.91711,94.40324,113.3490295,141.8198385,176.5419828,246.4637724,377.3974978,348.8314229,361.6374861,465.3786549,539.9667795,489.9977371,658.296254,629.6800827,667.5493723,825.1178466,858.1915703,762.4458243,969.1884629,582.8985172,770.7218134,710.2719491,741.128233,1605.400571,1770.936765,2282.468848,2822.72649,1843.823235,1914.26776,1964.932098,2178.327521,1492.470172,1172.726439,17628,18126,18664,19343,20067,20739,21273,21668,22245,22938
Downtown Yonge East,168,168,40800,17700,10572,0.597288136,1.29624027,3606.653049,1.027392473,Mandarin,0.463407742,0.536874823,17700,480,325,245,390,2340,3330,2675,1645,1010,825,855,920,705,545,570,420,255,135,20,10,0,38.2,32.8,66700,52900,66200,66100,7760,6500,9920,45200,40800,46000,47600,2780,5720,10000,0.361085973,0.638914027,820000,750000,1720,1760,2594.75,3026.846,2722.697,3436.053,3452.536,4050.699,3184.354,3633.606,3163.116,3639.793701,204.2514,144.4977,129.6522,101.2731,329.4667,280.9356,156.7103,272.9754,272.9754,249.6809692,1195.249,981.0632,892.3124,1164.641,1290.411,1123.742,639.3782,1000.91,1000.91,1137.435547,665.7084,623.6216,648.2611,810.1852,844.2584,1182.543,902.6516,976.6454,671.1409,654.7189941,7.56486875,15,8,0,13.72778,0,6.268414,0,0,11.09693146,673.2733,762.6602,882.5231,981.5361,751.3394,539.0836,582.3476,443.5366,768.1193,499.3619385,0,30.42056,22.8798,0,13.72778,32.66693,25.07365,42.46284,17.50802,27.74232864,1460.02,1201.612,1090.604,1642.072,1249.228,1659.48,1203.535,715.8022,1126.35,626.9766235,173.992,91.2617,228.798,144.6759,137.2778,130.6677,150.4419,157.7191,110.8842,138.7116394,317.7244898,365.0467768,381.3300808,1012.731476,1276.683341,2149.483811,1861.718778,4871.09479,2865.479972,3423.403527,1217.943878,1498.212813,1754.118372,1772.280083,1702.244455,1855.481466,1830.376711,2020.018138,1429.821982,1403.7619,3237.763848,4631.530981,4148.871279,4470.486088,3802.594469,4004.965277,4018.052985,3354.564656,2550.335535,2474.615839,13219,13149,13112,13824,14569,15306,15953,16485,17135,18023
